"Postal Code","Place Name","Province","Municipality","Latitude","Longitude"
3850,Eshowe,,,-28.5833,31.3833
3850,Melmoth,,,-28.5833,31.3833
3855,Nkandla,,,-28.6167,31.0833
3856,Nkandla,,,-28.6167,31.0833
3856,Mahlabatini,,,-28.25,31.4333
3857,Melmoth,,,-28.5833,31.3833
3858,Nkandla,,,-28.6167,31.0833
3859,Nkandla,,,-28.6167,31.0833
3865,Mahlabatini,,,-28.25,31.4333
3866,Nongoma,,,-27.9,31.65
3867,Mtunzini,,,-28.95,31.75
3871,Ceza,,,-27.9833,31.3833
3875,Empangeni,,,-28.75,31.9
3879,Empangeni,,,-28.75,31.9
3880,Empangeni,,,-28.75,31.8999
3881,Empangeni,,,-28.75,31.9
3882,Empangeni,,,-28.75,31.9
3884,Empangeni,,,-28.75,31.9
3886,Kwadlangezwa,,,-28.7767,31.9
3887,Esikhawini,,,-28.8833,31.9
3900,Richards Bay,,,-28.7901,32.0971
3900,Empangeni,,,-28.7901,32.0971
3900,Richardsbaai,,,-28.7901,32.0971
3902,Richards Bay,,,-28.8,32.1
3903,Richards Bay,,,-28.8,32.1
3904,Richards Bay,,,-28.8,32.1
3910,Empangeni,,,-28.75,31.9
3915,Kwambonambi,,,-28.6,32.0833
3920,Empangeni,,,-28.75,31.9
3925,Mtubatuba,,,-28.4167,32.1833
3930,Mtubatuba,,,-28.4167,32.1833
3934,Nongoma,,,-27.9833,32
3935,Mtubatuba,,,-28.4167,32.1833
3936,St Lucia Estuary,,,-28.4167,32.1833
3936,Mtubatuba,,,-28.4167,32.1833
3937,Hlabisa,,,-28.1333,31.8667
3938,Nongoma,,,-27.9,31.65
3940,Mtubatuba,,,-28.4167,32.1833
3950,Hluhluwe,,,-28.0333,32.2833
3950,Nongoma,,,-28.0333,32.2833
3960,Hluhluwe,,,-28.0333,32.2833
3964,Ingwavuma,,,-27.1333,31.9833
3965,Empangeni,,,-28.75,31.9
3965,Mkuze,,,-27.6167,32.0333
3966,Mkuze,,,-27.6167,32.0333
3967,Mkuze,,,-27.6167,32.0333
3968,Ingwavuma,,,-27.1333,31.9833
3970,Empangeni,,,-27.5667,32.0833
3970,Ubombo,,,-27.5667,32.0833
3972,Mkuze,,,-27.6167,32.0333
3974,Mbazwana,,,-27.6167,32.0333
3974,Mkuze,,,-27.6167,32.0333
3975,Mkuze,,,-27.6167,32.0333
3976,Mkuze,,,-27.6167,32.0333
3977,Ingwavuma,,,-27.1333,31.9833
3978,Kwangkwanase,,,-27.5278,32.0333
3979,Mkuze,,,-27.6167,32.0333
3980,Mkuze,,,-27.6167,32.0333
3982,Jozini,,,-27.4333,32.0667
3983,Jozini,,,-27.4333,32.0667
3984,Jozini,,,-27.4333,32.0667
3985,Jozini,,,-27.4333,32.0667
3986,Jozini,,,-27.4333,32.0667
3987,Jozini,,,-27.4333,32.0667
3988,Mbazwana,,,-27.4833,32.5833
3989,Jozini,,,-27.4333,32.0667
4000,Durban,,,-29.85,31.0167
4001,Durban,,,-29.8561,31.0352
4004,Yellowwood Park,,,-29.85,31.0167
4004,Durban,,,-29.85,31.0167
4005,Durban,,,-29.85,31.0167
4006,Durban,,,-29.85,31.0167
4007,Durban,,,-29.85,31.0167
4008,Durban,,,-29.85,31.0167
4011,Durban,,,-29.85,31.0167
4013,Durban,,,-29.85,31.0167
4014,Durban,,,-29.85,31.0167
4015,Durban,,,-29.85,31.0167
4016,Durban,,,-29.85,31.0167
4017,Durban,,,-29.85,31.0167
4018,Durban,,,-29.85,31.0167
4019,Durban North,,,-29.8,31.0333
4021,Umhlanga Rocks,,,-29.7167,31.0667
4022,Durban,,,-29.85,31.0167
4023,Durban,,,-29.85,31.0167
4024,Durban,,,-29.85,31.0167
4025,Durban,,,-29.85,31.0167
4026,Durban,,,-29.85,31.0167
4027,Durban,,,-29.85,31.0167
4027,Lamontville,,,-29.95,30.9333
4028,Durban,,,-29.85,31.0167
4029,Durban,,,-29.85,31.0167
4030,Chatsworth,,,-33.55,18.5833
4031,Umlazi,,,-29.9667,30.8833
4032,Kwa-Mashu,,,-29.85,31.0167
4032,Inanda,,,-26.1167,28.05
4032,Kwazimele,,,-29.85,31.0167
4034,Durban,,,-29.85,31.0167
4035,Durban,,,-29.85,31.0167
4035,Marble Ray,,,-29.85,31.0167
4036,Durban,,,-29.85,31.0167
4037,Marble Ray,,,-29.85,31.0167
4037,Durban,,,-29.85,31.0167
4038,Durban,,,-29.85,31.0167
4039,Marble Ray,,,-29.85,31.0167
4050,Mobeni,,,-29.95,30.95
4051,Durban,,,-29.8,31.0333
4051,Durban-Noord,,,-29.8,31.0333
4051,Durban North,,,-29.8,31.0333
4052,Durban,,,-29.85,31.0167
4052,Bluff,,,-29.85,31.0167
4053,Durban,,,-29.85,31.0167
4054,Chatsworth,,,-33.55,18.5833
4056,Durban,,,-29.85,31.0167
4057,Durban,,,-29.85,31.0167
4058,Durban,,,-29.85,31.0167
4059,Durban,,,-29.85,31.0167
4060,Durban,,,-29.85,31.0167
4061,Durban,,,-29.85,31.0167
4062,Durban,,,-29.85,31.0167
4063,Durban,,,-29.85,31.0167
4064,Durban,,,-29.85,31.0167
4065,Durban,,,-29.85,31.0167
4066,Isipingo,,,-29.9667,30.8833
4066,Umlazi,,,-29.9667,30.8833
4066,Ntokozweni,,,-29.9667,30.8833
4067,Durban,,,-29.85,31.0167
4068,Durban,,,-29.85,31.0167
4068,Mount Edgecombe,,,-29.7,31.0333
4068,Phoenix,,,-29.775,31.025
4069,Durban,,,-29.85,31.0167
4070,Durban,,,-29.85,31.0167
4071,Durban,,,-29.85,31.0167
4072,Rossburgh,,,-29.9,30.9667
4074,Durban,,,-29.85,31.0167
4075,Durban,,,-29.85,31.0167
4078,Durban,,,-29.85,31.0167
4079,Queensburgh,,,-29.8667,30.9333
4080,Durban,,,-29.85,31.0167
4080,Phoenix,,,-29.85,31.0167
4082,Mayville,,,-29.85,30.9833
4083,Durban,,,-29.85,31.0167
4084,Chatsworth,,,-33.55,18.5833
4085,Durban,,,-29.85,31.0167
4087,Chatsworth,,,-33.55,18.5833
4088,Mobeni,,,-29.95,30.95
4089,Ntokozweni,,,-29.85,31.0167
4089,Umlazi,,,-29.9667,30.8833
4090,Durban,,,-29.85,31.0167
4091,Dormerton,,,-29.85,31
4091,Durban,,,-29.85,31.0167
4091,Mayville,,,-29.85,30.9833
4092,Mobeni,,,-29.95,30.95
4092,Durban,,,-29.85,31.0167
4092,Marianhill,,,-29.9,30.9833
4092,Chatsworth,,,-29.9,30.9833
4093,Queensburgh,,,-29.8333,30.9333
4093,Durban,,,-29.85,31.0167
4093,Shallcross,,,-29.8333,30.9333
4093,Pinetown,,,-29.8167,30.85
4093,Northdene,,,-29.8333,30.9333
4094,Rossburgh,,,-29.9,30.9667
4094,Durban,,,-29.85,31.0167
4098,Durban North,,,-29.8,31.0333
4099,Phoenix,,,-26.0667,29.2
4100,Amanzimtoti,,,-30.05,30.8833
4101,Durban,,,-29.85,31.0167
4104,Durban,,,-29.85,31.0167
4105,Umbumbulu,,,-29.9833,30.7
4106,Umbumbulu,,,-29.9833,30.7
4109,Jacobs,,,-29.9333,30.9833
4110,Isipingo,,,-29.9833,30.9333
4111,Isipingo,,,-29.9833,30.9333
4113,Isipingo,,,-29.9833,30.9333
4115,Isipingo Beach,,,-29.9833,30.95
4120,Amanzimtoti,,,-30.05,30.8833
4125,Amanzimtoti,,,-30.05,30.8833
4126,Winklespruit,,,-30.1,30.85
4126,Amanzimtoti,,,-30.05,30.8833
4126,Doonside,,,-30.0667,30.8833
4126,Umbogintwini,,,-30.0333,30.9167
4126,Illovo Beach,,,-30.1167,30.85
4132,Chatsworth,,,-33.55,18.5833
4133,Isipingo,,,-29.9833,30.9333
4133,Isipingo Beach,,,-29.9833,30.95
4135,Amanzimtoti,,,-30.05,30.8833
4136,Amanzimtoti,,,-30.05,30.8833
4137,Durban,,,-29.85,31.0167
4138,Mayville,,,-29.85,30.9833
4138,Dormerton,,,-30.05,30.8833
4139,Bluff,,,-30.05,30.8833
4140,Amanzimtoti,,,-30.05,30.8833
4142,Marianhill,,,-26.1444,28.0944
4142,Chatsworth,,,-33.55,18.5833
4144,Umlazi,,,-29.9667,30.8833
4145,Amanzimtoti,,,-30.05,30.8833
4145,Winklespruit,,,-30.1,30.85
4146,Rossburgh,,,-26.2,28.1
4146,Malvern,,,-26.2,28.1
4147,Malvern,,,-26.2,28.1
4147,Chatsworth,,,-26.1167,28.0917
4147,Pinetown,,,-26.1167,28.0917
4147,Queensburgh,,,-26.1167,28.0917
4147,Northdene,,,-26.0333,28.0833
4148,Umlazi,,,-29.9667,30.8833
4150,Amanzimtoti,,,-30.05,30.8833
4153,Isipingo,,,-29.9833,30.9333
4155,Amanzimtoti,,,-30.05,30.8833
4156,Mount Edgecombe,,,-29.7,31.0333
4156,Phoenix,,,-26.0667,29.2
4157,Phoenix,,,-26.0667,29.2
4158,Phoenix,,,-26.0667,29.2
4160,Amanzimtoti,,,-30.05,30.8833
4162,Durban,,,-29.85,31.0167
4162,Yellowwood Park,,,-29.4379,30.4299
4163,Yellowwood Park,,,-29.4379,30.4299
4170,Umkomaas,,,-30.2,30.8
4171,Umkomaas,,,-30.2,30.8
4180,Scottburgh,,,-30.2833,30.75
4181,Scottburgh,,,-30.2833,30.75
4182,Scottburgh,,,-30.2833,30.75
4183,Scottburgh,,,-30.2833,30.75
4184,Scottburgh,,,-30.2833,30.75
4184,Pennington,,,-30.2833,30.75
4185,Scottburgh,,,-30.2833,30.75
4185,Ifafa Beach,,,-30.45,30.65
4186,Scottburgh,,,-30.2833,30.75
4200,Hibberdene,,,-30.3167,30.6667
4200,Umzinto,,,-30.3167,30.6667
4201,Umzinto,,,-30.3167,30.6667
4202,Umzinto,,,-30.3167,30.6667
4204,Umzinto,,,-30.3167,30.6667
4207,Umzinto,,,-30.3167,30.6667
4215,Sezela,,,-30.4167,30.6833
4220,Hibberdene,,,-30.5833,30.5833
4221,Hibberdene,,,-30.5833,30.5833
4225,Umzumbe,,,-30.6167,30.55
4226,Port Shepstone,,,-30.75,30.45
4227,Umzumbe,,,-30.6167,30.55
4230,Anerley,,,-30.6667,30.5
4235,Umtentweni,,,-30.7167,30.4667
4240,Shelly Beach,,,-30.8,30.4167
4240,Port Shepstone,,,-30.75,30.45
4241,Port Shepstone,,,-30.75,30.45
4242,Port Shepstone,,,-30.75,30.45
4242,Ndwedwe,,,-30.75,30.45
4243,Port Shepstone,,,-30.75,30.45
4246,Mehlomnyama,,,-30.7571,30.4452
4246,Port Shepstone,,,-30.75,30.45
4247,Port Shepstone,,,-30.75,30.45
4249,Port Shepstone,,,-30.75,30.45
4250,Port Shepstone,,,-30.75,30.45
4251,Port Shepstone,,,-30.75,30.45
4260,Izingolweni,,,-30.7833,30.1333
4261,Izingolweni,,,-30.7833,30.1333
4265,Shelly Beach,,,-30.8,30.4167
4270,Uvongo,,,-31.4,26.5833
4275,Margate,,,-30.85,30.3667
4276,Margate,,,-30.85,30.3667
4276,Manaba Beach,,,-30.85,30.3667
4277,Margate,,,-30.9166,30.3166
4278,Margate,,,-30.85,30.3667
4278,Munster,,,-30.9833,30.2333
4280,Margate,,,-30.85,30.3667
4281,Margate,,,-30.85,30.3667
4295,Port Edward,,,-31.05,30.2167
4300,Phoenix,,,-26.0667,29.2
4301,Mount Edgecombe,,,-29.7,31.0333
4302,Phoenix,,,-26.0667,29.2
4309,Inanda,,,-26.1167,28.05
4309,Phoenix,,,-26.1167,28.05
4309,Durban,,,-26.1167,28.05
4310,Inanda,,,-29.6833,30.9333
4310,Durban,,,-29.85,31.0167
4319,Umhlanga Rocks,,,-29.7167,31.0667
4319,Verulam,,,-29.65,31.05
4321,Umhlanga Rocks,,,-29.7167,31.0667
4339,Verulam,,,-29.65,31.05
4340,Verulam,,,-29.65,31.05
4341,Ndwedwe,,,-29.5,30.9333
4342,Ndwedwe,,,-29.5,30.9333
4343,Verulam,,,-29.65,31.05
4344,Verulam,,,-29.65,31.05
4345,Verulam,,,-29.65,31.05
4350,Umhlanga Rocks,,,-29.7167,31.0667
4359,Kwamashu,,,-29.75,30.9833
4359,Kwa-Mashu,,,-29.75,30.9833
4359,Durban,,,-29.75,30.9833
4360,Kwamashu,,,-29.75,30.9833
4360,Kwa-Mashu,,,-29.8,31
4360,Durban,,,-29.85,31.0167
4361,Kwa-Mashu,,,-29.8167,31.0056
4362,Durban,,,-29.85,31.0167
4364,Kwa-Mashu,,,-29.8167,31.0056
4380,Maidstone,,,-29.5667,31.1333
4380,Tongaat,,,-29.5833,31.1333
4390,Tongaat,,,-29.5833,31.1333
4391,Umhlali,,,-29.114,30.6772
4399,Hambanathi Heights,,,-29.114,30.6772
4399,Ndwedwe,,,-29.5,30.9333
4399,Tongaat,,,-29.5833,31.1333
4399,Desainagar,,,-29.114,30.6772
4399,Maidstone,,,-30,26.9667
4400,Hambanathi Heights,,,-29.5833,31.1333
4400,Tongaat,,,-29.5833,31.1333
4401,Tongaat,,,-29.5833,31.1333
4402,Tongaat,,,-29.5833,31.1333
4403,Tongaat,,,-29.5833,31.1333
4404,Tongaat,,,-29.5833,31.1333
4405,Desainagar,,,-29.5833,31.1333
4405,Tongaat,,,-29.5833,31.1333
4406,Maidstone,,,-29.5833,31.1333
4406,Tongaat,,,-29.5833,31.1333
4420,Umhlali,,,-29.2675,30.7982
4420,Tongaat,,,-29.5833,31.1333
4430,Shakaskraal,,,-29.45,31.2167
4449,Stanger,,,-29.3333,31.3
4450,Stanger,,,-29.3333,31.3
4451,Stanger,,,-29.3333,31.3
4452,Stanger,,,-29.3333,31.3
4453,Stanger,,,-29.3333,31.3
4454,Stanger,,,-29.3333,31.3
4455,Stanger,,,-29.3333,31.3
4456,Stanger,,,-29.3333,31.3
4457,Stanger,,,-29.3333,31.3
4470,Stanger,,,-29.3333,31.3
4470,Mapumulo,,,-29.15,31.0667
4480,Darnall,,,-26.4,23.25
4490,Mandeni,,,-29.2675,30.7982
4490,Stanger,,,-29.3333,31.3
4491,Mandeni,,,-29.2675,30.7982
4492,Mandeni,,,-29.2675,30.7982
4642,Port Shepstone,,,-30.75,30.45
4643,Harding,,,-30.5833,29.8833
4680,Harding,,,-30.5833,29.8833
4681,Harding,,,-30.5833,29.8833
4682,Port Shepstone,,,-30.7333,30.0333
4682,Nqabeni,,,-30.7333,30.0333
4683,Harding,,,-30.5833,29.8833
4684,Harding,,,-30.5833,29.8833
4685,Kokstad,,,-30.55,29.4167
4687,Harding,,,-30.5833,29.8833
4688,Harding,,,-30.5833,29.8833
4689,Harding,,,-30.5833,29.8833
4693,Kokstad,,,-30.55,29.4167
4700,Kokstad,,,-30.55,29.4167
4706,Kokstad,,,-30.55,29.4167
4710,Kokstad,,,-30.55,29.4167
4730,Matatiele,,,-30.3333,28.8
4731,Matatiele,,,-30.3333,28.8
4735,Mount Ayliff,,,-30.8,29.3667
4736,Mount Ayliff,,,-30.8,29.3667
4737,Mount Ayliff,,,-30.8,29.3667
4738,Mount Ayliff,,,-30.8,29.3667
4740,Maluti,,,-30.25,28.5333
4740,Umtata,,,-31.5833,28.7833
4742,Maluti,,,-30.25,28.5333
4743,Queens Mercy,,,-30.25,28.5333
4743,Queen'S Mercy,,,-30.25,28.5333
4751,Magadla,,,-30.6,27.3167
4752,Magadla,,,-30.6,27.3167
4753,Magadla,,,-30.6,27.3167
4770,Mount Fletcher,,,-30.6833,28.5167
4771,Mount Fletcher,,,-30.6833,28.5167
4772,Mount Fletcher,,,-30.6833,28.5167
4773,Mount Fletcher,,,-30.6833,28.5167
4774,Mount Fletcher,,,-30.6833,28.5167
4776,Mount Fletcher,,,-30.6833,28.5167
4777,Mount Fletcher,,,-30.6833,28.5167
4778,Mount Fletcher,,,-30.6833,28.5167
4780,Mount Fletcher,,,-30.6833,28.5167
4781,Mount Fletcher,,,-30.6833,28.5167
4786,Mount Fletcher,,,-30.6833,28.5167
4788,Queen'S Mercy,,,-30.25,28.5333
4789,Mount Fletcher,,,-30.6833,28.5167
4790,Mount Fletcher,,,-30.6833,28.5167
4800,Bizana,,,-30.85,29.85
4802,Bizana,,,-30.85,29.85
4803,Bizana,,,-30.85,29.85
4804,Bizana,,,-30.85,29.85
4810,Flagstaff,,,-31.0833,29.4833
4811,Flagstaff,,,-31.0833,29.4833
4812,Flagstaff,,,-31.0833,29.4833
4813,Flagstaff,,,-31.0833,29.4833
4814,Flagstaff,,,-31.0833,29.4833
4820,Lusikisiki,,,-31.35,29.5833
4821,Flagstaff,,,-31.0833,29.4833
4822,Lusikisiki,,,-31.35,29.5833
4824,Lusikisiki,,,-31.35,29.5833
4825,Lusikisiki,,,-31.35,29.5833
4828,Lusikisiki,,,-31.35,29.5833
4930,Stutterheim,,,-32.5667,27.4167
4931,King William'S Town,,,-32.8833,27.4
4934,Stutterheim,,,-32.5667,27.4167
4935,Stutterheim,,,-32.5667,27.4167
4950,Komga,,,-32.5833,27.9
4960,Butterworth,,,-32.3333,28.15
4961,Butterworth,,,-32.3333,28.15
4961,Msobomvu,,,-32.3333,28.15
4963,Butterworth,,,-32.3333,28.15
4964,Ndabakazi,,,-32.3333,28.15
4968,Butterworth,,,-32.3333,28.15
4980,Kentani,,,-32.5167,28.3167
4982,Kentani,,,-32.5167,28.3167
4990,Nqamakwe,,,-32.2333,28.0667
4991,Nqamakwe,,,-32.2333,28.0667
4992,Nqamakwe,,,-32.2,27.9333
5000,Idutywa,,,-32.1,28.3
5002,Idutywa,,,-32.1,28.3
5003,Idutywa,,,-32.1,28.3
5004,Idutywa,,,-32.1,28.3
5005,Idutywa,,,-32.1,28.3
5006,Idutywa,,,-32.1,28.3
5007,Idutywa,,,-32.1,28.3
5010,Idutywa,,,-32.1,28.3
5011,Idutywa,,,-32.1,28.3
5012,Idutywa,,,-32.1,28.3
5013,Butterworth,,,-32.3333,28.15
5014,Idutywa,,,-32.1,28.3
5015,Idutywa,,,-32.1,28.3
5016,Idutywa,,,-32.1,28.3
5017,Idutywa,,,-32.1,28.3
5018,Idutywa,,,-32.1,28.3
5019,Idutywa,,,-32.1,28.3
5021,Idutywa,,,-32.1,28.3
5024,Clarkebury,,,-31.7833,28.3
5026,Clarkebury,,,-31.7833,28.3
5035,Umtata,,,-31.5833,28.7833
5040,Willowvale,,,-32.2667,28.5167
5041,Willowvale,,,-32.2667,28.5167
5042,Willowvale,,,-32.2667,28.5167
5043,Willowvale,,,-30.7167,26.8167
5050,Engcobo,,,-31.6833,28
5051,Engcobo,,,-31.6667,28
5052,Engcobo,,,-31.6833,28
5054,Engcobo,,,-31.6833,28
5055,Engcobo,,,-31.6833,28
5056,Engcobo,,,-31.6833,28
5057,Engcobo,,,-31.6833,28
5058,Engcobo,,,-31.6833,28
5070,Elliotdale,,,-31.9667,28.6833
5072,Elliotdale,,,-31.9667,28.6833
5073,Elliotdale,,,-31.9667,28.6833
5075,Elliotdale,,,-31.9667,28.6833
5079,Mqanduli,,,-31.8167,28.75
5080,Mqanduli,,,-31.8167,28.75
5081,Mqanduli,,,-31.8167,28.75
5082,Mqanduli,,,-31.8167,28.75
5083,Mqanduli,,,-31.8167,28.75
5084,Mqanduli,,,-31.8167,28.75
5085,Mqanduli,,,-31.8167,28.75
5086,Mount Frere,,,-30.9167,28.9833
5087,Mount Frere,,,-30.9167,28.9833
5088,Mount Frere,,,-30.9167,28.9833
5089,Mount Frere,,,-30.9167,28.9833
5090,Mount Frere,,,-30.9167,28.9833
5091,Mount Frere,,,-30.9167,28.9833
5092,Mount Frere,,,-30.9167,28.9833
5093,Mount Frere,,,-30.9167,28.9833
5094,Mount Frere,,,-30.9167,28.9833
5095,Mount Frere,,,-30.9167,28.9833
5096,Mount Frere,,,-30.9167,28.9833
5097,Mount Frere,,,-30.9167,28.9833
5100,Umtata,,,-31.5833,28.7833
5101,Umtata,,,-31.5833,28.7833
5102,Umtata,,,-31.5833,28.7833
5103,Umtata,,,-31.5833,28.7833
5104,Umtata,,,-31.5833,28.7833
5105,Umtata,,,-31.5833,28.7833
5106,Umtata,,,-31.5833,28.7833
5107,Umtata,,,-31.5833,28.7833
5108,Umtata,,,-31.5833,28.7833
5109,Umtata,,,-31.5833,28.7833
5111,Umtata,,,-31.5833,28.7833
5113,Umtata,,,-31.5833,28.7833
5114,Umtata,,,-31.5833,28.7833
5115,Umtata,,,-31.5833,28.7833
5116,Umtata,,,-31.5833,28.7833
5117,Umtata,,,-31.5833,28.7833
5118,Elliotdale,,,-31.9667,28.6833
5120,Port St Johns,,,-31.5833,28.7833
5121,Port St Johns,,,-31.5833,28.7833
5122,Port St Johns,,,-31.5833,28.7833
5127,Umtata,,,-31.5833,28.7833
5129,Mqanduli,,,-31.8167,28.75
5130,Tabankulu,,,-30.9667,29.3
5131,Tabankulu,,,-30.9667,29.3
5132,Tabankulu,,,-30.9667,29.3
5134,Tabankulu,,,-30.9667,29.3
5135,Tabankulu,,,-30.9667,29.3
5136,Tabankulu,,,-30.9667,29.3
5140,Ngqeleni,,,-31.6667,29.0333
5141,Ngqeleni,,,-30.9833,29.5167
5150,Ngqeleni,,,-31.6667,29.0333
5160,Libode,,,-31.5333,29.0167
5161,Libode,,,-31.5333,29.0167
5162,Libode,,,-31.5333,29.0167
5163,Libode,,,-31.5333,29.0167
5170,Tsolo,,,-31.3167,28.75
5171,Tsolo,,,-31.3167,28.75
5174,Tsolo,,,-31.3167,28.75
5180,Umtata,,,-31.15,28.8667
5180,Qumbu,,,-31.15,28.8667
5181,Qumbu,,,-31.15,28.8667
5182,Qumbu,,,-31.15,28.8667
5183,Qumbu,,,-31.15,28.8667
5184,Qumbu,,,-31.15,28.8667
5185,Qumbu,,,-31.15,28.8667
5186,Qumbu,,,-31.15,28.8667
5187,Qumbu,,,-31.15,28.8667
5188,Qumbu,,,-31.15,28.8667
5189,Qumbu,,,-31.15,28.8667
5190,Qumbu,,,-31.15,28.8667
5201,Oos-Londen,,,-33.0333,27.9167
5201,East London,,,-33.0249,27.9082
5204,East London,,,-33.0333,27.9167
5205,East London,,,-33.0333,27.9167
5205,Oos-Londen,,,-33.0333,27.9167
5206,East London,,,-33.0333,27.9167
5207,Oos-Londen,,,-33.0333,27.9167
5207,East London,,,-33.0333,27.9167
5208,East London,,,-33.0333,27.9167
5209,Oos-Londen,,,-33.0333,27.9167
5209,East London,,,-33.0333,27.9167
5209,Pefferville,,,-33.0333,27.9167
5210,East London,,,-33.0333,27.9167
5211,East London,,,-33.0333,27.9167
5212,East London,,,-33.0333,27.9167
5213,East London,,,-33.0333,27.9167
5214,East London,,,-33.0333,27.9167
5216,East London,,,-33.0333,27.9167
5217,East London,,,-33.0333,27.9167
5218,East London,,,-33.0333,27.9167
5219,East London,,,-33.0333,27.9167
5220,East London,,,-33.0333,27.9167
5221,Mdantsane,,,-32.95,27.7667
5241,Oos-Londen,,,-33.0333,27.9167
5241,East London,,,-33.0333,27.9167
5241,Nahoon,,,-33.0333,27.9167
5247,Oos-Londen,,,-33,27.9
5247,East London,,,-33.0333,27.9167
5247,Cambridge,,,-32.9667,27.8833
5252,East London,,,-33.0333,27.9167
5253,East London,,,-33.0333,27.9167
5257,Gonubie,,,-32.9333,28.0167
5258,Gonubie,,,-32.9333,28.0167
5259,East London,,,-33.0333,27.9167
5260,East London,,,-33.0333,27.9167
5264,East London,,,-33.0333,27.9167
5265,East London,,,-33.0333,27.9167
5272,East London,,,-33.0333,27.9167
5275,East London,,,-33.0333,27.9167
5275,Oos-Londen,,,-33.0333,27.9167
5284,East London,,,-33.0333,27.9167
5288,East London,,,-33.0333,27.9167
5292,East London,,,-33.0333,27.9167
5292,Oos-Londen,,,-33.0333,27.9167
5310,Cathcart,,,-32.3,27.1333
5319,Queenstown,,,-31.9,26.8833
5320,Queenstown,,,-31.9,26.8833
5321,Queenstown,,,-31.9,26.8833
5322,Queenstown,,,-31.9,26.8833
5328,Queenstown,,,-31.9,26.8833
5329,Cofimvaba,,,-32.0167,27.5833
5330,Queenstown,,,-31.9,26.8833
5331,Cofimvaba,,,-32.0167,27.5833
5341,Lady Frere,,,-31.7,27.2333
5360,Whittlesea,,,-32.1667,26.8167
5362,Whittlesea,,,-32.1667,26.8167
5364,Whittlesea,,,-32.1667,26.8167
5365,Cradock,,,-32.1833,25.6167
5370,Tarkastad,,,-32.0167,26.2667
5375,Cofimvaba,,,-32.0167,27.5833
5376,Cofimvaba,,,-32.0167,27.5833
5377,Cofimvaba,,,-32.0167,27.5833
5380,Cofimvaba,,,-32.0167,27.5833
5381,Cofimvaba,,,-32.0167,27.5833
5382,Cofimvaba,,,-32.0167,27.5833
5400,Tsomo,,,-32.0333,27.8
5401,Tsomo,,,-32.0333,27.8
5402,Tsomo,,,-32.0333,27.8
5404,Tsomo,,,-32.0333,27.8
5405,Tsomo,,,-32.0333,27.8
5410,Lady Frere,,,-31.7,27.2333
5411,Lady Frere,,,-31.7,27.2333
5412,Lady Frere,,,-31.7,27.2333
5414,Lady Frere,,,-31.7,27.2333
5415,Lady Frere,,,-31.7,27.2333
5416,Lady Frere,,,-31.7,27.2333
5417,Lady Frere,,,-31.7,27.2333
5418,Lady Frere,,,-31.7,27.2333
5419,Lady Frere,,,-31.7,27.2333
5420,Dordrecht,,,-31.3667,27.05
5425,Sterkstroom,,,-31.5667,26.55
5435,Dordrecht,,,-31.3667,27.05
5436,Dordrecht,,,-31.3667,27.05
5445,Indwe,,,-31.4667,27.3333
5455,Cala,,,-31.5167,27.7
5460,Elliot,,,-30.9167,26.6833
5480,Maclear,,,-31.0833,28.3667
5481,Maclear,,,-31.0833,28.3667
5483,Maclear,,,-31.0833,28.3667
5500,Molteno,,,-31.4,26.3667
5600,King William'S Town,,,-32.8833,27.4
5601,King Williams Town,,,-32.8833,27.4
5601,King William'S Town,,,-32.8833,27.4
5605,Bisho,,,-32.8667,27.4333
5606,Bisho,,,-32.8667,27.4333
5607,King William'S Town,,,-32.8833,27.4
5608,Bisho,,,-32.8667,27.4333
5609,King William'S Town,,,-32.8833,27.4
5610,King William'S Town,,,-32.8833,27.4
5611,King Williams Town,,,-32.8833,27.4
5612,Peddie,,,-33.2,27.1167
5614,King Williams Town,,,-32.8833,27.4
5620,Bisho,,,-32.8667,27.4333
5630,Whittlesea,,,-32.1667,26.8167
5643,Peddie,,,-33.2,27.1167
5644,Peddie,,,-33.2,27.1167
5645,Peddie,,,-33.2,27.1167
5671,Bisho,,,-32.8667,27.4333
5680,Keiskammahoek,,,-32.6833,27.15
5686,Middledrift,,,-32.8167,26.9833
5688,East London,,,-33.0333,27.9167
5700,Alice,,,-32.7833,26.8333
5701,Alice,,,-32.7833,26.8333
5702,Alice,,,-32.7833,26.8333
5703,Alice,,,-32.7833,26.8333
5705,Alice,,,-32.7833,26.8333
5706,Alice,,,-32.7833,26.8333
5708,Alice,,,-32.7833,26.8333
5720,Fort Beaufort,,,-32.7833,26.6333
5730,Fort Beaufort,,,-32.7833,26.6333
5740,Eastern Cape,,,-32.765,26.685
5760,Adelaide,,,-32.7,26.3
5780,Bedford,,,-32.6833,26.0833
5805,Grahamstad,,,-33.3,26.5333
5805,Grahamstown,,,-33.3,26.5333
5820,Cookhouse,,,-32.75,25.8167
5821,Cookhouse,,,-32.75,25.8167
5824,Cookhouse,,,-32.75,25.8167
5830,Cookhouse,,,-32.75,25.8167
5850,Somerset East,,,-32.7167,25.5833
5860,Pearston,,,-32.5833,25.1333
5870,Cradock,,,-32.1833,25.6167
5880,Cradock,,,-32.1833,25.6167
5881,Cradock,,,-32.1833,25.6167
5882,Cradock,,,-32.1833,25.6167
5883,Cradock,,,-32.1833,25.6167
5884,Cradock,,,-32.1833,25.6167
5900,Eastern Cape,,,-29.8389,26.2444
